ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0033280	response to vitamin D	6/425	37/18670	0.000171676603144731	0.00176547203402489	0.00129239690007831	CXCL10/PTGS2/VDR/TNC/BMP7/STC1	6
BP	GO:0045730	respiratory burst	6/425	37/18670	0.000171676603144731	0.00176547203402489	0.00129239690007831	NOX1/CYBB/PIK3CG/RAC2/IGHA1/IGHA2	6
BP	GO:0048846	axon extension involved in axon guidance	6/425	37/18670	0.000171676603144731	0.00176547203402489	0.00129239690007831	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/NRP2	6
BP	GO:1902284	neuron projection extension involved in neuron projection guidance	6/425	37/18670	0.000171676603144731	0.00176547203402489	0.00129239690007831	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/NRP2	6
BP	GO:0002861	regulation of inflammatory response to antigenic stimulus	5/425	24/18670	0.000177483535541139	0.00182007625662775	0.00133236939846009	HLA-E/LTA/CCR7/IL20RB/CD28	5
BP	GO:0043542	endothelial cell migration	17/425	273/18670	0.000184651555821354	0.00188829426218429	0.00138230773631628	CXCL13/S100P/S100A2/FGF2/PTGS2/PPARG/AGT/BMP4/FGF1/FGF18/GREM1/SCG2/STC1/VEGFC/FGFR1/MET/NRP2	17
BP	GO:0050866	negative regulation of cell activation	14/425	199/18670	0.000194966870038993	0.00198822760783497	0.00145546298524931	CD74/HLA-G/IDO1/TNFSF4/CD86/BMP4/INHBA/MDK/IL13RA2/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	14
BP	GO:0001936	regulation of endothelial cell proliferation	13/425	176/18670	0.000203237294252134	0.00206681037293629	0.00151298874609922	FGF2/CCL26/CCL24/PPARG/APLN/BMP4/MDK/PRL/SCG2/VEGFC/APLNR/FGFR1/NRP2	13
BP	GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	8/425	71/18670	0.000204963051475276	0.00207858651371464	0.00152160935721257	CCL5/CSF2/EPO/GH1/IL24/LIF/OSM/TNFRSF18	8
BP	GO:0002720	positive regulation of cytokine production involved in immune response	7/425	54/18670	0.000212108759049588	0.00214511095823354	0.00157030793992513	CD74/HLA-E/HLA-G/F2RL1/TNFSF4/BCL10/SEMA7A	7
BP	GO:0050927	positive regulation of positive chemotaxis	5/425	25/18670	0.000217735417053493	0.00218991582921109	0.00160310691676748	CXCL8/F2RL1/CCR4/SCG2/VEGFC	5
BP	GO:0090025	regulation of monocyte chemotaxis	5/425	25/18670	0.000217735417053493	0.00218991582921109	0.00160310691676748	CXCL10/S100A14/CCL5/CCR1/GREM1	5
BP	GO:0050708	regulation of protein secretion	24/425	472/18670	0.000224678813153916	0.00225355927385339	0.00164969649110272	HLA-E/PAEP/F2R/CCL5/TLR8/NOS2/F2RL1/IL1A/CD40LG/CD14/TNFSF4/CCL19/CCR7/IGHD/C5/FAM3D/GIP/MDK/OSM/UCN3/VEGFC/IL1R2/TNFRSF1B/TNFRSF21	24
BP	GO:1903034	regulation of response to wounding	13/425	179/18670	0.000239994710292871	0.00240060282618088	0.00175733831580572	REG3G/PLAU/DUOX2/F2R/FGF2/F2RL1/TMPRSS6/PROC/CXCR4/PLAUR/HBEGF/INSL3/MDK	13
BP	GO:0006801	superoxide metabolic process	8/425	73/18670	0.000248928375395991	0.00248317924339162	0.00181778759144757	NOX4/NOX1/CYBB/DUOX2/NOS2/F2RL1/AGT/BMP7	8
BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	19/425	334/18670	0.000252541366662727	0.00251237484606588	0.00183915995286986	CD74/NOX4/F2R/FGF2/TNFSF11/ILK/CD40LG/PIK3CG/CCL19/CXCR4/C5/BMP4/DKK1/EGF/FGF1/FGF18/GH1/FGFR1/SHC2	19
BP	GO:0048843	negative regulation of axon extension involved in axon guidance	5/425	26/18670	0.000264574895310312	0.00261786132900284	0.0019163803227882	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A	5
BP	GO:0050926	regulation of positive chemotaxis	5/425	26/18670	0.000264574895310312	0.00261786132900284	0.0019163803227882	CXCL8/F2RL1/CCR4/SCG2/VEGFC	5
BP	GO:0019835	cytolysis	6/425	40/18670	0.000267595121445935	0.00263827785975238	0.00193132604865785	REG3G/PF4/C8G/LYZ/C5/CSF2	6
BP	GO:0033273	response to vitamin	9/425	93/18670	0.000268079585858477	0.00263827785975238	0.00193132604865785	HAMP/CXCL10/PTGS2/PPARG/VDR/TNC/BMP7/EPO/STC1	9
BP	GO:0048863	stem cell differentiation	16/425	257/18670	0.000284255774587478	0.00278997423797522	0.00204237393001191	PSMC1/PSMD6/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/EDNRA/BMP4/BMP7/FGF19/GREM1/LIF/NTF4/OSM/NRP2	16
BP	GO:1901342	regulation of vasculature development	22/425	422/18670	0.000289119765204665	0.00283012689950342	0.00207176730146658	HLA-G/CXCL8/CXCL10/CXCL13/PF4/CYBB/FGF2/IL1A/PTGS2/CCL24/CXCR4/PPARG/SEMA3E/AGT/BMP4/BMP7/FGF1/FGF18/MDK/PRL/VEGFC/APLNR	22
BP	GO:0045621	positive regulation of lymphocyte differentiation	9/425	94/18670	0.000290611056963517	0.00283713887878249	0.00207690035376593	CD74/HLA-G/IL7R/TNFSF4/CCL19/CD86/MDK/TNFSF9/IL2RA	9
BP	GO:0070482	response to oxygen levels	21/425	394/18670	0.000294453594277271	0.00286700693789651	0.00209876498048693	LTA/PSMC1/PSMD6/PLAU/NOX4/NOX1/CYBB/NOS2/PTGS2/CXCR4/PPARG/EDNRA/BMP7/CCN2/EPO/NPPA/REG1A/STC1/UCN3/VEGFC/OXTR	21
BP	GO:2001028	positive regulation of endothelial cell chemotaxis	4/425	15/18670	0.000296099728293534	0.00287538754716878	0.00210489992526969	FGF2/FGF18/FGFR1/MET	4
BP	GO:0032635	interleukin-6 production	12/425	161/18670	0.000325863884978479	0.00315605207118046	0.00231035770302202	CD74/PAEP/TLR7/F2R/TLR8/NOS2/F2RL1/TNFSF4/BCL10/PTAFR/EREG/IL1RN	12
BP	GO:0009612	response to mechanical stimulus	14/425	210/18670	0.00033890410010739	0.00327368841818775	0.00239647226461163	CXCL10/TLR7/TLR8/TNFRSF10A/PTGS2/ACTA1/CXCR4/PPARG/BCL10/TNC/AGT/MDK/NPPA/RETN	14
BP	GO:0007586	digestion	11/425	139/18670	0.000343697393439492	0.00330256209286609	0.00241760896172661	HAMP/FABP2/CHIT1/SERPINA3/VDR/CCK/SCT/UCN2/UCN3/NPR3/OXTR	11
BP	GO:0050715	positive regulation of cytokine secretion	11/425	139/18670	0.000343697393439492	0.00330256209286609	0.00241760896172661	PAEP/F2R/TLR8/F2RL1/IL1A/CD14/CCL19/IGHD/C5/MDK/OSM	11
BP	GO:0031960	response to corticosteroid	12/425	162/18670	0.000344854570642629	0.00330500676210122	0.0024193985584352	CYBB/PTGS2/PTAFR/AREG/CCN2/EPO/IL1RN/MDK/STC1/UCN3/SDC1/SSTR2	12
BP	GO:0010466	negative regulation of peptidase activity	16/425	262/18670	0.00035228726815348	0.00336742477469945	0.00246509106697474	PI3/SLPI/LCN1/SERPIND1/WFIKKN1/WFDC2/MMP9/ANOS1/PI15/CST4/BST2/PTGS2/SERPINA3/C5/PLAUR/AGT	16
BP	GO:0007162	negative regulation of cell adhesion	17/425	289/18670	0.000359577347243505	0.00342815799025644	0.0025095502359703	CD74/HLA-G/IDO1/TNFSF4/CCL21/CCL25/CD86/SEMA3E/TNC/BMP4/IL1RN/MDK/IL20RB/IL2RA/SDC4/TNFRSF21/CTLA4	17
BP	GO:0019933	cAMP-mediated signaling	13/425	187/18670	0.000366961535011009	0.0034883588727784	0.00255361971566406	CXCL10/CXCL9/PF4/CALCB/GIP/GPHA2/PTHLH/SCT/UCN2/UCN3/APLNR/LGR5/PTGER2	13
BP	GO:0001657	ureteric bud development	9/425	97/18670	0.000367797466509823	0.0034883588727784	0.00255361971566406	FGF2/ILK/AGT/BMP4/BMP7/FGF1/FGFR1/SDC1/SDC4	9
BP	GO:0010518	positive regulation of phospholipase activity	7/425	59/18670	0.000370631129680084	0.00350615133271005	0.00256664451561402	CCL5/FGF2/EDNRA/PTAFR/AGT/NTF4/FGFR1	7
BP	GO:1902668	negative regulation of axon guidance	5/425	28/18670	0.00038077157544203	0.00359279571570431	0.00263007170666144	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A	5
BP	GO:0002830	positive regulation of type 2 immune response	4/425	16/18670	0.000387733831618894	0.00363972707065839	0.00266442735574009	CD74/IDO1/TNFSF4/CD86	4
BP	GO:0010820	positive regulation of T cell chemotaxis	4/425	16/18670	0.000387733831618894	0.00363972707065839	0.00266442735574009	CXCL13/CCL5/CCL21/XCL2	4
BP	GO:0010632	regulation of epithelial cell migration	17/425	291/18670	0.00038926120730985	0.00364471938609044	0.00266808193245626	CXCL13/MMP9/FGF2/PTGS2/PPARG/SEMA3A/AGT/BMP4/FGF1/FGF18/HBEGF/INSL3/STC1/VEGFC/FGFR1/MET/NRP2	17
BP	GO:0072163	mesonephric epithelium development	9/425	98/18670	0.000397001641708012	0.00369827737988049	0.00270728854905209	FGF2/ILK/AGT/BMP4/BMP7/FGF1/FGFR1/SDC1/SDC4	9
BP	GO:0072164	mesonephric tubule development	9/425	98/18670	0.000397001641708012	0.00369827737988049	0.00270728854905209	FGF2/ILK/AGT/BMP4/BMP7/FGF1/FGFR1/SDC1/SDC4	9
BP	GO:0010863	positive regulation of phospholipase C activity	6/425	43/18670	0.00040127419595608	0.00372859094262743	0.00272947930244237	FGF2/EDNRA/PTAFR/AGT/NTF4/FGFR1	6
BP	GO:0022612	gland morphogenesis	10/425	120/18670	0.000420576975663618	0.00389805647570761	0.00285353492348987	VDR/SEMA3A/SEMA3C/TNC/AREG/BMP4/BMP7/MDK/NRG3/FGFR1	10
BP	GO:0050673	epithelial cell proliferation	22/425	434/18670	0.000423994374076912	0.00391980657448377	0.00286945687506597	REG3G/CCL5/FGF2/TNFSF11/CCL26/CCL24/PPARG/VDR/APLN/AREG/BMP4/EREG/FGF1/MDK/PRL/REG1A/SCG2/VEGFC/APLNR/FGFR1/LGR5/NRP2	22
BP	GO:0019935	cyclic-nucleotide-mediated signaling	14/425	215/18670	0.000429790939652711	0.00396338697750271	0.00290135949186213	CXCL10/CXCL9/PF4/CALCB/GIP/GPHA2/NPPA/PTHLH/SCT/UCN2/UCN3/APLNR/LGR5/PTGER2	14
BP	GO:0050678	regulation of epithelial cell proliferation	20/425	378/18670	0.000447676738992731	0.00411795110917685	0.00301450668467467	REG3G/CCL5/FGF2/CCL26/CCL24/PPARG/VDR/APLN/AREG/BMP4/EREG/FGF1/MDK/PRL/REG1A/SCG2/VEGFC/APLNR/FGFR1/NRP2	20
BP	GO:0001935	endothelial cell proliferation	13/425	191/18670	0.000449418856480285	0.00412361512174016	0.00301865297084502	FGF2/CCL26/CCL24/PPARG/APLN/BMP4/MDK/PRL/SCG2/VEGFC/APLNR/FGFR1/NRP2	13
BP	GO:0050714	positive regulation of protein secretion	16/425	268/18670	0.00045207669457391	0.00413763194708771	0.0030289138536452	HLA-E/PAEP/F2R/TLR8/F2RL1/IL1A/CD14/TNFSF4/CCL19/IGHD/C5/GIP/MDK/OSM/UCN3/VEGFC	16
BP	GO:0030225	macrophage differentiation	6/425	44/18670	0.000455822118027972	0.00415115615447862	0.00303881412018648	PF4/MMP9/BMP4/CSF2/INHBA/LIF	6
BP	GO:2000404	regulation of T cell migration	6/425	44/18670	0.000455822118027972	0.00415115615447862	0.00303881412018648	CXCL10/CXCL13/CCL20/CCL5/CCL21/XCL2	6
BP	GO:0019079	viral genome replication	10/425	122/18670	0.000479753235219776	0.00435825457602878	0.00319041853694541	SLPI/CXCL8/CCL8/OASL/ISG15/CCL5/BST2/APOBEC3C/OAS1/CD28	10
BP	GO:0031649	heat generation	4/425	17/18670	0.00049796893770008	0.00450139328622221	0.00329520185934868	TNFSF11/IL1A/PTGS2/APLN	4
BP	GO:0048535	lymph node development	4/425	17/18670	0.00049796893770008	0.00450139328622221	0.00329520185934868	LTA/IL7R/CXCR5/LTB	4
BP	GO:0002446	neutrophil mediated immunity	24/425	499/18670	0.000502517422639762	0.00453132089725165	0.00331711008047922	CTSS/HLA-H/HSPA6/PSMD6/CAMP/PPBP/SLPI/LCN2/S100P/S100A11/MMP9/PLAU/CYBB/CHIT1/LYZ/BST2/F2RL1/CD14/SERPINA3/OLR1/PLAUR/PTAFR/RETN/TNFRSF1B	24
BP	GO:1900274	regulation of phospholipase C activity	6/425	45/18670	0.000515978966264885	0.00464127517320822	0.00339760105550342	FGF2/EDNRA/PTAFR/AGT/NTF4/FGFR1	6
BP	GO:0045765	regulation of angiogenesis	20/425	383/18670	0.000528463981005724	0.00474192802564205	0.00347128301248858	HLA-G/CXCL8/CXCL10/CXCL13/PF4/CYBB/FGF2/IL1A/PTGS2/CCL24/CXCR4/PPARG/SEMA3E/AGT/FGF1/FGF18/MDK/PRL/VEGFC/APLNR	20
BP	GO:0032743	positive regulation of interleukin-2 production	5/425	30/18670	0.000531857640325471	0.00475294355442795	0.00347934682487487	IL1A/CD86/CARD11/CD3E/CD28	5
BP	GO:0001823	mesonephros development	9/425	102/18670	0.000533586397396856	0.00475294355442795	0.00347934682487487	FGF2/ILK/AGT/BMP4/BMP7/FGF1/FGFR1/SDC1/SDC4	9
BP	GO:0002367	cytokine production involved in immune response	9/425	102/18670	0.000533586397396856	0.00475294355442795	0.00347934682487487	CD74/HLA-E/HLA-G/BST2/F2RL1/TNFSF4/BCL10/SEMA7A/TNFRSF1B	9
BP	GO:0048872	homeostasis of number of cells	15/425	246/18670	0.000542683759210009	0.00482224573414525	0.00353007882204569	CD74/ISG15/F2R/IL7R/CCR7/CCR4/CARD11/BCL10/BMP4/EPO/INHBA/IL20RB/IL2RA/TNFRSF17/LAT	15
BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	10/425	124/18670	0.000545678241603718	0.0048371139043855	0.00354096292372388	F2R/CCL5/F2RL1/PIK3CG/AGT/EPO/GH1/OSM/FGFR1/CD28	10
BP	GO:0032637	interleukin-8 production	8/425	82/18670	0.000552644312520117	0.00488703098583611	0.00357750424529931	CD74/TLR7/F2R/TLR8/NOS2/F2RL1/CD14/BCL10	8
BP	GO:0002437	inflammatory response to antigenic stimulus	6/425	46/18670	0.000582132927412613	0.0051107641421045	0.00374128596034965	HLA-E/LTA/CCR7/IL20RB/IL2RA/CD28	6
BP	GO:0033628	regulation of cell adhesion mediated by integrin	6/425	46/18670	0.000582132927412613	0.0051107641421045	0.00374128596034965	CXCL13/PLAU/CCL5/PIK3CG/CCL21/CD3E	6
BP	GO:0071675	regulation of mononuclear cell migration	6/425	46/18670	0.000582132927412613	0.0051107641421045	0.00374128596034965	CXCL10/S100A14/CCL5/CCR1/GREM1/MDK	6
BP	GO:0014065	phosphatidylinositol 3-kinase signaling	11/425	148/18670	0.000586060122017584	0.00513293326963248	0.00375751465791178	F2R/CCL5/F2RL1/PIK3CG/PIK3R2/AGT/EPO/GH1/OSM/FGFR1/CD28	11
BP	GO:0032874	positive regulation of stress-activated MAPK cascade	12/425	172/18670	0.000592125756344011	0.00517368113120627	0.00378734373986146	NOX1/F2RL1/TNFSF11/CD40LG/CCL19/CCR7/CCL21/SEMA3A/CCN2/DKK1/FGF19/IL1RN	12
BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	8/425	83/18670	0.000599661508601973	0.00522704948331387	0.00382641153107926	CCL5/CSF2/EPO/GH1/IL24/LIF/OSM/TNFRSF18	8
BP	GO:1903900	regulation of viral life cycle	11/425	149/18670	0.0006201343897273	0.00539266508501579	0.00394764884672011	CD74/SLPI/CXCL8/CCL8/OASL/ISG15/CCL5/BST2/APOBEC3C/OAS1/CD28	11
BP	GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	5/425	31/18670	0.000622403588884672	0.00539614898894965	0.00395019920524039	MMP9/PLAUR/AGT/EGF/EREG	5
BP	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	12/425	173/18670	0.000623482934259957	0.00539614898894965	0.00395019920524039	NOX1/F2RL1/TNFSF11/CD40LG/CCL19/CCR7/CCL21/SEMA3A/CCN2/DKK1/FGF19/IL1RN	12
BP	GO:0070233	negative regulation of T cell apoptotic process	4/425	18/18670	0.000628804688821034	0.0054165975665266	0.00396516839068323	IDO1/CCL5/IL7R/BMP4	4
BP	GO:0090026	positive regulation of monocyte chemotaxis	4/425	18/18670	0.000628804688821034	0.0054165975665266	0.00396516839068323	CXCL10/S100A14/CCL5/CCR1	4
BP	GO:0010951	negative regulation of endopeptidase activity	15/425	250/18670	0.000641305389574297	0.00551131227988615	0.00403450338981013	PI3/SLPI/LCN1/SERPIND1/WFIKKN1/WFDC2/MMP9/ANOS1/CST4/BST2/PTGS2/SERPINA3/C5/PLAUR/AGT	15
BP	GO:0045445	myoblast differentiation	8/425	84/18670	0.000649857247830444	0.00557172689533315	0.00407872933064541	CXCL14/CXCL10/CXCL9/ILK/CCL17/BMP4/GREM1/SDC1	8
BP	GO:0060986	endocrine hormone secretion	6/425	47/18670	0.000654684620067172	0.00559683768410443	0.00409711144315757	AGT/APLN/INHBA/POMC/RETN/FGFR1	6
BP	GO:0050777	negative regulation of immune response	11/425	150/18670	0.000655843585490522	0.00559683768410443	0.00409711144315757	HLA-E/HLA-G/BST2/IL7R/PDCD1/TNFSF4/PPARG/IL13RA2/IL20RB/IL2RA/CTLA4	11
BP	GO:0043087	regulation of GTPase activity	23/425	479/18670	0.000669058376488102	0.00569633189842545	0.00416994523020492	CXCL13/CCL13/CCL8/S100A10/CCL20/F2R/CCL5/F2RL1/KLRK1/CCL15/CCL14/CCL19/CCL18/CCL17/CCL26/CCL22/CCR7/CCL21/CCL7/CCL25/CCL24/XCL2/VAV1	23
BP	GO:0010595	positive regulation of endothelial cell migration	10/425	128/18670	0.000700130300873215	0.00594704647679081	0.00435347843698426	FGF2/PTGS2/AGT/BMP4/FGF1/FGF18/VEGFC/FGFR1/MET/NRP2	10
BP	GO:1903901	negative regulation of viral life cycle	8/425	85/18670	0.000703387650149417	0.00596088469258569	0.00436360857037139	SLPI/CCL8/OASL/ISG15/CCL5/BST2/APOBEC3C/OAS1	8
BP	GO:0038128	ERBB2 signaling pathway	5/425	32/18670	0.000724021176342279	0.00610746895527438	0.00447091417649149	EGF/EREG/HBEGF/NRG2/NRG4	5
BP	GO:0048841	regulation of axon extension involved in axon guidance	5/425	32/18670	0.000724021176342279	0.00610746895527438	0.00447091417649149	SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A	5
BP	GO:0045933	positive regulation of muscle contraction	6/425	48/18670	0.000734046747307338	0.00617780492389003	0.00452240294892797	F2R/PTGS2/PTAFR/CCN2/NPPA/OXTR	6
BP	GO:0070838	divalent metal ion transport	23/425	483/18670	0.00074877060298225	0.00628726875577527	0.00460253489906521	CXCL10/CXCL9/CCL8/F2R/CCL5/AHNAK/FGF2/PTGS2/PIK3CG/CCL19/CCR7/CCL21/CCR1/CXCR4/VDR/AGT/CCN2/EGF/EPO/NPPA/STC1/APLNR/LCK	23
BP	GO:0051924	regulation of calcium ion transport	15/425	254/18670	0.000754797744567798	0.00632337423996043	0.00462896557309313	CXCL10/CXCL9/F2R/CCL5/AHNAK/PTGS2/PIK3CG/CCR1/CXCR4/AGT/EGF/EPO/NPPA/STC1/APLNR	15
BP	GO:0007260	tyrosine phosphorylation of STAT protein	8/425	86/18670	0.000760413187488698	0.00635587369725142	0.00465275648965687	CCL5/CSF2/EPO/GH1/IL24/LIF/OSM/TNFRSF18	8
BP	GO:0002544	chronic inflammatory response	4/425	19/18670	0.00078226382963292	0.00645015288352729	0.00472177266535186	LTA/CXCL13/IDO1/CCL5	4
BP	GO:0003159	morphogenesis of an endothelium	4/425	19/18670	0.00078226382963292	0.00645015288352729	0.00472177266535186	CXCL10/CXCR4/BMP4/FGF1	4
BP	GO:0045414	regulation of interleukin-8 biosynthetic process	4/425	19/18670	0.00078226382963292	0.00645015288352729	0.00472177266535186	CD74/TLR7/TLR8/BCL10	4
BP	GO:0046641	positive regulation of alpha-beta T cell proliferation	4/425	19/18670	0.00078226382963292	0.00645015288352729	0.00472177266535186	HLA-E/TNFSF4/CD3E/CD28	4
BP	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	4/425	19/18670	0.00078226382963292	0.00645015288352729	0.00472177266535186	CD74/HLA-G/BCL10/SEMA7A	4
BP	GO:0061154	endothelial tube morphogenesis	4/425	19/18670	0.00078226382963292	0.00645015288352729	0.00472177266535186	CXCL10/CXCR4/BMP4/FGF1	4
BP	GO:0043312	neutrophil degranulation	23/425	485/18670	0.000791632224027611	0.00651273162284289	0.00476758283234606	CTSS/HLA-H/HSPA6/PSMD6/CAMP/PPBP/SLPI/LCN2/S100P/S100A11/MMP9/PLAU/CYBB/CHIT1/LYZ/BST2/CD14/SERPINA3/OLR1/PLAUR/PTAFR/RETN/TNFRSF1B	23
BP	GO:0002704	negative regulation of leukocyte mediated immunity	6/425	49/18670	0.000820643723755963	0.00673627056652597	0.00493122237593269	HLA-E/HLA-G/BST2/IL7R/IL13RA2/IL20RB	6
BP	GO:0002573	myeloid leukocyte differentiation	13/425	204/18670	0.000834040870731006	0.00682901674645899	0.00499911632901122	CD74/PF4/MMP9/F2RL1/TNFSF11/CCL19/CCR7/CCR1/PPARG/BMP4/CSF2/INHBA/LIF	13
BP	GO:0070232	regulation of T cell apoptotic process	5/425	33/18670	0.00083753851930076	0.00682901674645899	0.00499911632901122	IDO1/CCL5/IL7R/PDCD1/BMP4	5
BP	GO:1901186	positive regulation of ERBB signaling pathway	5/425	33/18670	0.00083753851930076	0.00682901674645899	0.00499911632901122	MMP9/PLAUR/AGT/EGF/EREG	5
BP	GO:0048771	tissue remodeling	12/425	179/18670	0.000842338292229137	0.00685288997300194	0.00501659249594242	NOX4/F2R/TNFSF11/IL1A/VDR/RAC2/SEMA3C/AGT/GREM1/LIF/MDK/TNFRSF11B	12
BP	GO:0001503	ossification	20/425	398/18670	0.000851254483580397	0.00691007242658057	0.00505845236362631	ISG15/TNFSF11/ILK/PTGS2/CCR1/SEMA7A/TNC/AREG/BMP4/BMP7/CLEC11A/CCN2/DKK1/FGF18/GDF10/GREM1/KL/MDK/PTHLH/STC1	20
BP	GO:0002283	neutrophil activation involved in immune response	23/425	488/18670	0.000859914259630051	0.00696492500996818	0.00509860667214278	CTSS/HLA-H/HSPA6/PSMD6/CAMP/PPBP/SLPI/LCN2/S100P/S100A11/MMP9/PLAU/CYBB/CHIT1/LYZ/BST2/CD14/SERPINA3/OLR1/PLAUR/PTAFR/RETN/TNFRSF1B	23
BP	GO:0036293	response to decreased oxygen levels	19/425	370/18670	0.000882321643726912	0.00712577997801031	0.00521635901149075	LTA/PSMC1/PSMD6/PLAU/NOX4/CYBB/NOS2/PTGS2/CXCR4/EDNRA/BMP7/CCN2/EPO/NPPA/REG1A/STC1/UCN3/VEGFC/OXTR	19
BP	GO:0072511	divalent inorganic cation transport	23/425	489/18670	0.000883781780901353	0.00712577997801031	0.00521635901149075	CXCL10/CXCL9/CCL8/F2R/CCL5/AHNAK/FGF2/PTGS2/PIK3CG/CCL19/CCR7/CCL21/CCR1/CXCR4/VDR/AGT/CCN2/EGF/EPO/NPPA/STC1/APLNR/LCK	23
BP	GO:0050829	defense response to Gram-negative bacterium	8/425	88/18670	0.00088561319038369	0.00712577997801031	0.00521635901149075	CAMP/DEFA3/LYZ/NOS2/F2RL1/DMBT1/IGHM/IL22RA1	8
BP	GO:0033630	positive regulation of cell adhesion mediated by integrin	4/425	20/18670	0.000960383108099934	0.00767677414575078	0.00561970901682931	CXCL13/CCL5/CCL21/CD3E	4
BP	GO:0042228	interleukin-8 biosynthetic process	4/425	20/18670	0.000960383108099934	0.00767677414575078	0.00561970901682931	CD74/TLR7/TLR8/BCL10	4
BP	GO:0060602	branch elongation of an epithelium	4/425	20/18670	0.000960383108099934	0.00767677414575078	0.00561970901682931	TNC/AREG/BMP4/FGF1	4
BP	GO:0009755	hormone-mediated signaling pathway	14/425	235/18670	0.00102988468179234	0.0081965387392212	0.00600019771131189	DEFA3/PPARG/VDR/AGRP/BMP4/BMP7/CGB3/UCN2/UCN3/CRHR2/ESR2/LGR5/NR1I2/SSTR2	14
BP	GO:0060560	developmental growth involved in morphogenesis	14/425	235/18670	0.00102988468179234	0.0081965387392212	0.00600019771131189	CRABP2/ILK/CXCR4/SEMA3A/SEMA3C/SEMA3E/SEMA6D/SEMA7A/TNC/AREG/BMP4/FGF1/REG1A/NRP2	14
BP	GO:0010517	regulation of phospholipase activity	7/425	70/18670	0.00105157811677435	0.00835103576032735	0.00611329577647563	CCL5/FGF2/EDNRA/PTAFR/AGT/NTF4/FGFR1	7
BP	GO:0043434	response to peptide hormone	21/425	436/18670	0.00108928154671906	0.00863173104445559	0.0063187760718768	REG3G/FABP3/CYBB/PTGS2/PPARG/PIK3R2/AGRP/AGT/AREG/BMP7/CCN2/EREG/GH1/GIP/KL/NPPA/PRL/REG1A/RETN/CRHR2/OXTR	21
BP	GO:0046328	regulation of JNK cascade	12/425	185/18670	0.0011219000994669	0.00887100704999635	0.0064939357809315	NOX1/F2RL1/TNFSF11/CD40LG/CCL19/CCR7/CCL21/SEMA3A/CCN2/DKK1/FGF19/IL1RN	12
BP	GO:0032330	regulation of chondrocyte differentiation	6/425	52/18670	0.00112825507495742	0.00888288565466478	0.0065026313997546	BMP4/CCN2/FGF18/GREM1/MDK/PTHLH	6
BP	GO:0032653	regulation of interleukin-10 production	6/425	52/18670	0.00112825507495742	0.00888288565466478	0.0065026313997546	IDO1/CD40LG/TNFSF4/IL20RB/TNFRSF21/CD28	6
BP	GO:0090287	regulation of cellular response to growth factor stimulus	16/425	292/18670	0.0011309620541648	0.00888509030106722	0.00650424529004648	CXCL13/WFIKKN1/FGF2/TMPRSS6/ILK/LTBP1/AGT/APLN/BMP4/DKK1/FGF1/FGF18/GREM1/GREM2/VEGFC/FGFR1	16
BP	GO:0060193	positive regulation of lipase activity	7/425	72/18670	0.00124304952825127	0.009661444547371	0.0070725679833254	CCL5/FGF2/EDNRA/PTAFR/AGT/NTF4/FGFR1	7
BP	GO:0001660	fever generation	3/425	10/18670	0.00124767715510003	0.009661444547371	0.0070725679833254	TNFSF11/IL1A/PTGS2	3
BP	GO:0001768	establishment of T cell polarity	3/425	10/18670	0.00124767715510003	0.009661444547371	0.0070725679833254	CCL19/CCR7/CCL21	3
BP	GO:0060600	dichotomous subdivision of an epithelial terminal unit	3/425	10/18670	0.00124767715510003	0.009661444547371	0.0070725679833254	SEMA3A/SEMA3C/AREG	3
BP	GO:0097048	dendritic cell apoptotic process	3/425	10/18670	0.00124767715510003	0.009661444547371	0.0070725679833254	CCL19/CCR7/CCL21	3
BP	GO:2000668	regulation of dendritic cell apoptotic process	3/425	10/18670	0.00124767715510003	0.009661444547371	0.0070725679833254	CCL19/CCR7/CCL21	3
BP	GO:0045661	regulation of myoblast differentiation	6/425	53/18670	0.00124825546869885	0.009661444547371	0.0070725679833254	CXCL14/CXCL10/CXCL9/ILK/CCL17/BMP4	6
BP	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	10/425	139/18670	0.00131913155789638	0.0101884823490689	0.00745838096025802	CXCL10/CXCL9/PF4/CALCB/GPHA2/PTHLH/UCN2/UCN3/LGR5/PTGER2	10
